id,date,crypto_name,symbol,open_price,high_price,low_price,close_price,volume,market_cap,transactions,dominance,sentiment_score,news_mentions
211,2023-02-12,Bitcoin,BTC,27048.87,27461.19,25813.07,26403.83,17673528829,26884110381.20072,314824,13.8,-0.84,1519
212,2023-02-12,Ethereum,ETH,21802.74,22051.92,20372.87,21226.01,12626422714,20662934633.504734,14919,13.31,-0.84,4988
213,2023-02-12,Cardano,ADA,35673.99,37142.84,33404.64,34381.0,7065389988,10959932207.980064,129149,46.68,0.79,4976
214,2023-02-12,Solana,SOL,20788.09,21052.93,19845.36,20709.8,45454279547,88410983110.15051,56154,41.68,-0.04,197
215,2023-02-12,Binance Coin,BNB,24764.42,26126.84,23786.1,25375.08,37961778007,90520948960.35512,313770,7.28,0.9,3281
216,2023-02-13,Bitcoin,BTC,15294.34,15863.33,14720.43,15449.9,28515655558,52450426769.01922,385857,21.33,-0.93,3545
217,2023-02-13,Ethereum,ETH,8378.97,8964.75,8092.76,8792.5,47432770948,112733112108.55336,140444,17.62,-0.08,2712
218,2023-02-13,Cardano,ADA,20288.37,21506.61,19279.08,20573.08,8179828356,16501656041.25912,53099,36.72,-0.9,4536
219,2023-02-13,Solana,SOL,12408.29,13001.57,11568.32,12053.9,16974345573,41193607088.60224,300333,19.43,-0.89,4062
220,2023-02-13,Binance Coin,BNB,48952.8,51248.75,46571.0,48018.99,15237936732,29165939946.198715,133809,36.01,-0.35,4230
221,2023-02-14,Bitcoin,BTC,3893.49,3977.79,3816.0,3864.06,22595082964,46287296911.57596,335523,49.04,-0.68,2957
222,2023-02-14,Ethereum,ETH,27865.57,29461.47,26496.93,28737.8,7502631765,14834620274.06807,247072,17.87,-0.55,3543
223,2023-02-14,Cardano,ADA,12793.5,13292.95,11825.73,12164.22,15397459957,25356850269.86329,417667,32.16,-0.67,3371
224,2023-02-14,Solana,SOL,32769.32,33370.89,31344.24,31836.95,45753820908,110295802986.55063,224259,35.41,-0.28,2811
225,2023-02-14,Binance Coin,BNB,46822.01,48372.12,44049.21,45326.07,31917623967,54522104515.85582,23750,40.22,-0.9,2501
226,2023-02-15,Bitcoin,BTC,17946.84,19282.07,17152.36,18831.9,7599773110,17621369356.950245,45528,37.14,-0.13,1266
227,2023-02-15,Ethereum,ETH,39396.81,40916.29,38793.28,40244.42,47658406704,83759086983.16832,465167,30.59,-0.71,1717
228,2023-02-15,Cardano,ADA,23577.49,24738.02,22764.61,24121.94,23273861204,50249889294.137596,157270,36.4,0.31,1408
229,2023-02-15,Solana,SOL,5943.2,6195.34,5568.54,5681.27,22815892578,43791578763.52618,146180,29.86,-0.74,3651
230,2023-02-15,Binance Coin,BNB,47367.69,50334.88,45758.17,48645.75,2607642059,6390530213.664532,149009,20.37,0.08,336
231,2023-02-16,Bitcoin,BTC,40645.63,42058.28,38907.91,39486.11,36526257713,80008061463.3574,154053,39.48,-0.8,3626
232,2023-02-16,Ethereum,ETH,48538.7,50890.15,44998.78,46509.93,26998653172,61331091858.26977,85494,35.33,-0.34,587
233,2023-02-16,Cardano,ADA,21714.69,21943.16,21044.36,21522.74,23370107899,55621738535.348946,226701,34.2,0.97,2773
234,2023-02-16,Solana,SOL,31826.71,33609.38,31500.92,32905.58,16242346051,31068928456.408024,185741,21.92,-0.01,51
235,2023-02-16,Binance Coin,BNB,15426.77,16172.9,14925.22,15556.11,10735196461,18370019224.143723,416691,45.88,0.32,60
236,2023-02-17,Bitcoin,BTC,24811.71,25207.88,23578.4,24181.63,22465891699,52845084754.93969,67123,48.71,-0.53,3024
237,2023-02-17,Ethereum,ETH,8986.23,9378.25,8769.93,9248.72,19280618925,29089623810.335773,472312,27.15,0.86,1680
238,2023-02-17,Cardano,ADA,40061.26,42013.91,38207.36,40133.89,18172533147,36194762864.366005,187562,13.71,0.19,3350
239,2023-02-17,Solana,SOL,31985.59,33345.82,31431.91,32049.92,6955876836,13489179380.942453,280382,22.21,-0.55,4787
240,2023-02-17,Binance Coin,BNB,31403.97,31924.99,30436.25,31331.56,28890053991,67011258630.40832,331138,43.75,-0.75,4258
241,2023-02-18,Bitcoin,BTC,33151.76,33760.31,31716.77,32475.45,40952483778,87076961780.83348,74586,29.42,0.46,1998
242,2023-02-18,Ethereum,ETH,35196.96,37465.54,34561.2,36485.52,35175716122,65786480330.306114,322675,17.83,-0.98,2761
243,2023-02-18,Cardano,ADA,19389.82,20239.88,18691.55,19475.29,386690031,670105784.1340781,491403,12.81,0.07,3123
244,2023-02-18,Solana,SOL,19190.86,19670.07,18413.63,19321.82,23817775532,44013419885.14244,172402,34.97,-0.64,1029
245,2023-02-18,Binance Coin,BNB,30994.22,32289.67,29798.88,31118.71,24817348366,50959998256.046074,434379,15.51,0.76,3019
246,2023-02-19,Bitcoin,BTC,29872.04,31517.43,28856.67,30522.4,3600651801,6385781142.108258,51654,24.88,0.3,1397
247,2023-02-19,Ethereum,ETH,8135.17,8263.94,7770.41,7954.82,42144665419,77821626597.8425,146042,42.71,0.67,2176
248,2023-02-19,Cardano,ADA,2297.21,2365.58,2187.33,2273.27,6692374419,14826290568.542433,30276,20.78,-0.9,3713
249,2023-02-19,Solana,SOL,19041.76,19328.25,17508.6,18330.02,11595266935,17520468258.62183,439314,7.48,-0.84,1094
250,2023-02-19,Binance Coin,BNB,41087.44,41634.75,37591.1,39194.59,42326405351,90124473057.64491,72388,2.28,-0.07,1017
251,2023-02-20,Bitcoin,BTC,31233.57,32850.43,30500.33,32063.06,5557211104,9873943484.028582,450149,26.92,-0.65,1060
252,2023-02-20,Ethereum,ETH,9340.69,9863.27,9201.34,9654.57,40256973582,78366516362.7055,225655,0.89,0.07,861
253,2023-02-20,Cardano,ADA,1172.56,1215.95,1114.42,1156.23,3634677637,6370927645.030921,237242,24.11,-0.21,4160
254,2023-02-20,Solana,SOL,14168.07,14817.47,13584.15,13947.42,35688517708,65799581666.20734,77836,46.22,0.8,546
255,2023-02-20,Binance Coin,BNB,28030.57,30399.18,26775.89,29234.73,28283399351,62276407502.70331,432138,7.12,-0.67,1509
256,2023-02-21,Bitcoin,BTC,48521.5,49286.38,45594.46,46666.58,38128366776,83927407577.95726,441061,20.86,-0.24,2255
257,2023-02-21,Ethereum,ETH,18791.39,19837.77,18120.82,19560.35,11803165710,25347773367.39887,472718,34.58,0.05,4628
258,2023-02-21,Cardano,ADA,23935.36,24548.65,22081.92,23021.82,23511118847,49606492298.8899,396696,34.39,0.7,643
259,2023-02-21,Solana,SOL,17308.8,18106.87,16345.77,16870.05,41498458011,70270730088.62247,390921,27.35,0.2,3615
260,2023-02-21,Binance Coin,BNB,15383.56,15799.57,14811.8,14963.91,9481496295,19825851848.87427,41560,49.25,-0.36,3790
261,2023-02-22,Bitcoin,BTC,43060.59,45248.77,42185.45,43917.83,20959515876,37050278936.73935,253945,15.49,-0.0,2381
262,2023-02-22,Ethereum,ETH,36690.43,39937.26,36120.66,38355.42,476202529,867867441.6771541,179057,24.3,-0.27,1659
263,2023-02-22,Cardano,ADA,39655.41,41891.44,38802.45,39925.43,12303580742,24098823688.6105,389917,16.81,0.41,893
264,2023-02-22,Solana,SOL,48840.72,51135.12,46890.81,49052.06,10498942545,15823703523.095291,435276,4.95,0.39,2967
265,2023-02-22,Binance Coin,BNB,12686.24,13049.09,11717.11,12199.6,12994484681,21478768486.59022,413222,24.51,-0.54,666
266,2023-02-23,Bitcoin,BTC,28863.24,30602.96,27525.0,30206.62,19199037417,37035107981.7224,496830,44.42,0.87,4314
267,2023-02-23,Ethereum,ETH,1990.17,2064.46,1950.84,2021.55,27369071367,50876298384.394135,240480,28.19,-0.32,4185
268,2023-02-23,Cardano,ADA,37499.33,38495.17,35349.57,36807.39,9363697015,22285892240.640415,300041,25.13,-0.13,4209
269,2023-02-23,Solana,SOL,37624.55,40249.07,36819.2,38657.65,19304657452,29703073202.510796,223343,19.23,0.96,745
270,2023-02-23,Binance Coin,BNB,43907.08,45351.58,40791.83,42789.2,35860113240,62807742889.070786,46923,2.46,-0.62,4292
271,2023-02-24,Bitcoin,BTC,25135.25,25393.64,23923.23,25121.33,4230569235,8612936087.063456,451001,14.98,-0.5,688
272,2023-02-24,Ethereum,ETH,36076.41,37458.06,34716.64,36603.23,95286178,215493726.74028033,322475,46.12,0.37,3264
273,2023-02-24,Cardano,ADA,2013.35,2103.21,1940.45,2042.53,21482156722,32858961011.96572,152135,38.84,0.45,3257
274,2023-02-24,Solana,SOL,1778.39,1806.78,1698.32,1758.1,35657274529,72709963998.08421,468700,11.51,-0.54,3056
275,2023-02-24,Binance Coin,BNB,3152.01,3213.36,2932.89,3011.62,9332311335,15097246099.073372,247194,4.48,0.67,3549
276,2023-02-25,Bitcoin,BTC,43528.17,45285.2,42591.08,43059.27,44175092008,98503429354.40297,76548,14.39,0.49,1486
277,2023-02-25,Ethereum,ETH,6892.05,7196.36,6482.79,6733.56,41179871945,75040963210.44724,250178,47.72,-0.42,2754
278,2023-02-25,Cardano,ADA,7342.59,7496.31,6947.68,7233.22,21179033617,35534251924.364655,433603,32.95,0.87,2611
279,2023-02-25,Solana,SOL,24077.3,25147.26,22569.95,22963.32,33956798373,70041514581.8473,50623,35.26,0.05,262
280,2023-02-25,Binance Coin,BNB,16610.14,16822.77,16185.2,16406.77,44308863280,109050276365.56462,384964,41.39,0.55,4542
281,2023-02-26,Bitcoin,BTC,27871.49,28455.44,25938.95,27100.87,34079877093,54831751817.14499,82690,37.84,-0.94,4152
282,2023-02-26,Ethereum,ETH,11641.92,11951.28,10564.07,11061.54,31969548438,61514118332.04226,45096,17.29,-0.02,4102
283,2023-02-26,Cardano,ADA,19044.28,20637.85,18191.27,19660.07,10639502651,21526680194.636765,458924,13.98,-0.92,4892
284,2023-02-26,Solana,SOL,33115.89,35262.29,32230.18,33891.02,33785180013,73917889809.9175,11273,29.52,0.26,1097
285,2023-02-26,Binance Coin,BNB,32929.63,34783.12,31360.21,34152.18,14241116080,26862738744.825584,458039,26.77,0.62,692
286,2023-02-27,Bitcoin,BTC,31230.46,32519.58,30044.43,31238.63,24717045675,59098752591.250404,98480,48.04,-0.52,2481
287,2023-02-27,Ethereum,ETH,30680.84,31654.14,30222.25,30645.26,26465553031,47555854940.97645,143173,8.22,-0.21,4979
288,2023-02-27,Cardano,ADA,47871.71,48546.43,45194.45,46148.75,43548707074,98918401993.56036,284320,26.61,-0.03,4009
289,2023-02-27,Solana,SOL,22750.3,23227.84,21349.35,22218.43,31773373407,57859620846.191,147230,21.32,0.22,1491
290,2023-02-27,Binance Coin,BNB,26274.27,26877.75,25419.38,26276.94,38424976532,94562098215.2274,358634,29.48,0.77,3095
291,2023-02-28,Bitcoin,BTC,19706.8,20896.27,19287.51,20294.53,8483961933,20537660252.197517,351960,3.57,-0.35,3737
292,2023-02-28,Ethereum,ETH,4706.03,4893.29,4422.55,4624.15,2450409314,4011402945.474303,166163,24.4,0.02,1232
293,2023-02-28,Cardano,ADA,36760.15,39051.51,35459.95,37602.79,39423361832,63120445133.08923,483286,21.55,0.05,4836
294,2023-02-28,Solana,SOL,21190.02,22018.41,20780.77,21496.43,41099081458,90536398870.18398,481868,10.04,0.56,571
295,2023-02-28,Binance Coin,BNB,24486.53,26654.95,23328.57,25563.63,23613563091,57259202380.80205,275890,18.88,0.8,1224
296,2023-03-01,Bitcoin,BTC,35254.23,37233.72,34892.37,36848.83,37350601094,59172976459.45768,48825,8.71,-0.71,3440
297,2023-03-01,Ethereum,ETH,49296.28,51006.45,47710.86,49099.44,33058152956,73549892215.75705,88986,19.91,-0.11,4849
298,2023-03-01,Cardano,ADA,25023.75,26646.78,24492.11,26160.48,12633493604,31438052801.059868,293322,3.19,0.05,1673
299,2023-03-01,Solana,SOL,44626.4,47269.8,43302.14,46628.41,29778275831,62949296884.55194,230191,28.21,0.15,3573
300,2023-03-01,Binance Coin,BNB,17311.45,18253.88,16952.18,18035.96,15678569404,29738221035.466457,368388,3.61,-0.93,2464
301,2023-03-02,Bitcoin,BTC,12866.89,13508.99,12609.45,12858.31,32950943211,69517424187.75787,140210,8.12,0.29,3667
302,2023-03-02,Ethereum,ETH,218.81,225.81,206.32,208.7,13169406397,31761100449.945843,454268,29.36,-0.71,609
303,2023-03-02,Cardano,ADA,43556.14,44689.88,41553.61,43934.94,3138361400,7157846129.79056,186640,24.42,0.7,4757
304,2023-03-02,Solana,SOL,41014.98,43286.19,39886.91,42486.93,33881366336,64418005463.398834,492743,1.29,0.42,2644
305,2023-03-02,Binance Coin,BNB,22587.85,22901.94,21978.65,22312.87,23746209038,35927994355.824814,177703,32.96,0.84,247
306,2023-03-03,Bitcoin,BTC,8795.97,9011.53,8363.09,8817.01,19813935282,40479022210.15925,458313,13.71,0.94,2056
307,2023-03-03,Ethereum,ETH,36875.49,40471.66,35034.73,38592.32,20314568050,36973496590.873634,341529,34.59,-0.53,3239
308,2023-03-03,Cardano,ADA,717.88,759.77,698.47,728.81,13373492264,33334887348.55008,421295,1.18,-0.76,2551
309,2023-03-03,Solana,SOL,17284.08,18428.25,16697.53,17709.02,21337999227,44644403771.22153,346009,19.47,-0.64,1632
310,2023-03-03,Binance Coin,BNB,10577.18,10700.62,9967.42,10285.01,7072684643,13067381919.585503,101206,25.57,-0.42,3802
311,2023-03-04,Bitcoin,BTC,39798.11,41849.42,39049.5,40060.88,45403354701,97930781417.66914,333192,16.55,0.05,2304
312,2023-03-04,Ethereum,ETH,26157.53,27233.7,25143.82,25747.27,14733991216,27462580584.61634,452272,39.93,0.21,460
313,2023-03-04,Cardano,ADA,11509.91,11885.07,11338.86,11463.76,38082167637,80194677425.33237,86893,29.19,0.99,3597
314,2023-03-04,Solana,SOL,46178.32,47686.7,44597.61,46752.66,47910406964,83998434295.72176,198003,43.45,0.33,1148
315,2023-03-04,Binance Coin,BNB,32176.64,33618.0,30442.38,31435.71,23230794519,40105571731.749756,474380,29.94,0.88,4514
316,2023-03-05,Bitcoin,BTC,33856.39,36125.94,33115.88,35032.66,13899576920,34429062812.67805,11599,16.57,-0.97,374
317,2023-03-05,Ethereum,ETH,15120.5,15769.05,14248.02,14817.25,30852204438,53146999750.55563,110810,18.13,0.56,3816
318,2023-03-05,Cardano,ADA,40946.48,42541.32,38928.03,41036.31,6407123103,12089341073.98707,323985,45.9,-0.68,3385
319,2023-03-05,Solana,SOL,42367.05,44773.13,41937.44,43514.84,3672946054,8707144331.116583,256121,32.12,-0.31,3147
320,2023-03-05,Binance Coin,BNB,12735.14,13068.91,12287.74,12641.1,23262399135,51009532141.39254,225112,44.56,0.61,2091
321,2023-03-06,Bitcoin,BTC,35636.22,37017.96,34594.71,35031.08,6605364795,12927104572.34875,249542,30.75,0.5,4158
322,2023-03-06,Ethereum,ETH,7362.7,7707.64,7133.2,7585.93,13584489192,25578384447.35209,199865,4.91,-0.63,4452
323,2023-03-06,Cardano,ADA,24943.95,25501.27,22703.88,23884.97,40362500632,62316700498.77686,299812,4.85,-0.67,3560
324,2023-03-06,Solana,SOL,19845.96,20413.57,19416.1,20118.74,33930311405,84268097376.97511,329953,37.19,-0.85,1000
325,2023-03-06,Binance Coin,BNB,2467.27,2551.71,2352.91,2498.53,7603933231,16424081051.891315,22285,44.28,-0.54,4859
326,2023-03-07,Bitcoin,BTC,49834.42,54039.2,48465.44,52281.5,21562075159,41089700120.06817,251170,29.07,0.89,683
327,2023-03-07,Ethereum,ETH,4992.88,5088.4,4682.17,4819.18,18003407981,38370771727.870575,65037,46.7,-0.43,2432
328,2023-03-07,Cardano,ADA,28526.88,29820.07,26427.18,27233.56,22692523911,52265346648.06429,290527,15.8,0.17,292
329,2023-03-07,Solana,SOL,45227.96,46143.47,43206.25,44991.51,31486584301,48529475552.01584,139439,5.72,-0.4,4028
330,2023-03-07,Binance Coin,BNB,27037.67,27622.37,25639.12,26465.61,37819264255,86141557161.36359,36492,27.8,-0.9,3766
331,2023-03-08,Bitcoin,BTC,49038.16,50828.99,46742.19,50217.79,31301289915,61947171945.41392,289466,7.48,0.3,1917
332,2023-03-08,Ethereum,ETH,30455.24,31010.32,29309.79,29682.51,23743276092,46435189015.74734,172131,13.25,-0.49,2678
333,2023-03-08,Cardano,ADA,22939.84,23295.08,21997.4,22797.89,19666265860,42231523533.8797,262333,24.55,0.06,2391
334,2023-03-08,Solana,SOL,45131.05,48549.8,44551.34,46305.2,18995866087,30891183226.0208,63897,31.05,-0.33,3721
335,2023-03-08,Binance Coin,BNB,9288.55,9699.52,9004.73,9447.76,49518843065,88850577270.33687,443141,17.16,0.33,3952
336,2023-03-09,Bitcoin,BTC,310.43,323.21,295.41,317.07,6279916668,12681244144.808895,135923,35.42,-1.0,3420
337,2023-03-09,Ethereum,ETH,24449.17,25140.32,22728.84,23706.06,30623239167,58597037284.54407,171796,48.74,0.61,3644
338,2023-03-09,Cardano,ADA,7173.88,7602.09,6959.69,7459.28,36932649851,65918684407.489174,101767,42.54,0.12,1300
339,2023-03-09,Solana,SOL,37389.83,39862.18,35539.89,38908.26,16273659641,36269317585.76387,387268,38.68,-0.02,1407
340,2023-03-09,Binance Coin,BNB,2231.43,2283.11,2071.02,2132.09,28715777622,63928636413.24199,60991,49.46,0.25,158
341,2023-03-10,Bitcoin,BTC,8771.99,9264.93,8374.45,9015.56,22424293624,55443206322.99183,202667,44.88,0.27,4867
342,2023-03-10,Ethereum,ETH,7449.79,7925.84,7161.1,7756.45,25188610994,61042045572.770805,91821,4.83,-0.19,2665
343,2023-03-10,Cardano,ADA,22671.34,23084.99,21253.58,21643.96,17448868716,35293488540.80707,218408,1.26,-0.24,765
344,2023-03-10,Solana,SOL,11014.5,11458.8,10510.94,10897.24,9354799116,16377613762.222479,364621,29.17,0.37,482
345,2023-03-10,Binance Coin,BNB,9905.55,10454.24,9761.96,10211.0,10567810818,25210946640.033302,278682,26.72,-0.83,2385
346,2023-03-11,Bitcoin,BTC,38645.78,42094.87,37271.34,40347.11,35387949634,88280263541.38234,296252,32.34,0.35,563
347,2023-03-11,Ethereum,ETH,31575.48,33632.88,30216.13,32191.38,4109776728,10039731880.634323,349458,12.7,0.28,3821
348,2023-03-11,Cardano,ADA,17492.71,18158.93,16821.9,17647.17,44216366299,89887358770.26447,121667,32.63,-0.74,136
349,2023-03-11,Solana,SOL,21039.21,21595.41,19808.99,20228.21,5846833136,10881034227.056982,139674,9.93,0.14,3973
350,2023-03-11,Binance Coin,BNB,5815.83,5996.13,5511.61,5796.29,40120110505,94367274839.71739,455848,37.04,0.96,1752
351,2023-03-12,Bitcoin,BTC,34143.79,36371.21,33742.73,35002.4,29449025640,49275153935.023865,386899,27.41,-0.93,924
352,2023-03-12,Ethereum,ETH,16778.25,17881.01,16090.84,17154.64,14609328088,32503080430.33638,405455,38.7,-0.87,2231
353,2023-03-12,Cardano,ADA,23496.38,24594.47,22963.66,23847.81,11457687727,22772344828.989414,409122,40.31,0.11,3823
354,2023-03-12,Solana,SOL,22.03,22.82,20.74,21.55,29111967888,61625172539.9938,447350,12.75,0.3,4811
355,2023-03-12,Binance Coin,BNB,15677.25,16199.75,14664.95,15394.52,24788297927,44936148923.245255,451133,38.17,-0.6,3757
356,2023-03-13,Bitcoin,BTC,44140.55,45343.56,43539.32,44455.16,49813591193,93388299200.04945,63255,41.54,0.33,573
357,2023-03-13,Ethereum,ETH,31008.92,32329.45,29471.83,31319.78,21291447874,45873814010.10901,27613,8.77,-0.87,3738
358,2023-03-13,Cardano,ADA,32112.98,32469.96,30818.49,31667.2,10255949660,20874393797.05643,216867,28.81,-0.9,866
359,2023-03-13,Solana,SOL,28928.22,31685.68,28212.52,30370.79,43756752018,73936704852.29277,19639,48.75,-0.36,2421
360,2023-03-13,Binance Coin,BNB,34124.89,35288.09,33217.03,34098.57,14397237059,34706802921.46095,389700,31.8,0.87,4316
361,2023-03-14,Bitcoin,BTC,39443.77,40710.59,37315.72,37933.29,45341540726,99406221680.30164,150838,17.11,0.11,2120
362,2023-03-14,Ethereum,ETH,27933.38,29251.78,27275.06,28048.02,1806873960,4155869639.7549067,218192,24.31,0.29,3459
363,2023-03-14,Cardano,ADA,9571.49,9709.76,9350.56,9502.08,49522028778,79554335048.35123,434799,42.61,-0.8,1237
364,2023-03-14,Solana,SOL,9427.78,9713.0,9035.1,9554.66,8744561312,15134953040.916796,411152,18.71,-0.45,1589
365,2023-03-14,Binance Coin,BNB,35488.16,36706.18,33799.72,35409.51,6007584378,13506724744.061771,114890,13.09,-0.14,4683
366,2023-03-15,Bitcoin,BTC,6108.09,6330.05,5892.97,6007.9,19446467621,40454394563.15106,208656,2.01,-0.16,784
367,2023-03-15,Ethereum,ETH,40748.94,43175.78,39057.64,42319.17,6413380934,13678834919.000366,370256,24.17,0.48,3283
368,2023-03-15,Cardano,ADA,49754.49,51640.48,48546.61,49588.53,8341951192,13876293890.056438,461094,46.87,-0.71,2472
369,2023-03-15,Solana,SOL,49605.09,51678.99,46489.51,47282.69,36748327462,86615109383.65141,33826,22.57,0.58,3217
370,2023-03-15,Binance Coin,BNB,41363.56,43599.4,40566.87,41798.9,18610281619,34240787550.515778,45183,43.56,0.55,1045
371,2023-03-16,Bitcoin,BTC,40285.41,42349.95,39237.08,41782.97,20193151072,38135681666.26012,36450,27.06,0.67,1737
372,2023-03-16,Ethereum,ETH,14002.38,14402.86,13474.95,14259.63,49884851882,84644314351.09424,391025,1.41,-0.93,618
373,2023-03-16,Cardano,ADA,9577.91,10046.52,8792.78,9178.13,21472392347,48047548585.70591,325925,8.38,-0.08,119
374,2023-03-16,Solana,SOL,6902.24,7324.39,6710.39,6986.65,39535838222,79160538280.1908,412239,16.4,0.75,4245
375,2023-03-16,Binance Coin,BNB,21945.77,22172.16,20599.73,21679.02,38748702778,58412152664.25519,149920,40.84,-0.14,398
376,2023-03-17,Bitcoin,BTC,39980.64,41128.02,38812.09,39650.08,33024797447,62790677863.89239,82349,38.09,0.39,3609
377,2023-03-17,Ethereum,ETH,47295.15,48074.21,43301.77,45141.53,13904300919,31017618293.397606,252592,45.39,0.52,2797
378,2023-03-17,Cardano,ADA,3927.76,4107.25,3681.43,3735.93,28843990482,53160795992.45256,197574,0.72,-0.2,496
379,2023-03-17,Solana,SOL,22041.1,22324.52,20386.18,21162.42,15321790403,33528231838.31493,19440,33.04,-0.07,3083
380,2023-03-17,Binance Coin,BNB,42411.49,43259.73,41522.48,42491.7,8377922263,19266595241.91797,179274,9.39,0.31,259
381,2023-03-18,Bitcoin,BTC,23043.0,23300.26,21564.07,22454.08,49848310500,82798762082.71075,105927,38.76,0.08,2469
382,2023-03-18,Ethereum,ETH,968.79,980.67,922.8,956.59,28800689570,69508787571.69904,357656,41.21,-0.32,1904
383,2023-03-18,Cardano,ADA,46039.92,47697.17,42190.44,43829.14,41196425495,61902384697.20157,493538,49.17,-0.48,3197
384,2023-03-18,Solana,SOL,1946.3,2040.41,1842.54,1896.03,47009135630,114971722138.77623,394083,38.11,-0.48,687
385,2023-03-18,Binance Coin,BNB,9390.7,9684.69,8962.82,9389.95,33696618336,67239493896.89229,19899,22.28,0.75,3366
386,2023-03-19,Bitcoin,BTC,40167.02,42633.26,39013.76,40608.35,8831043008,20660155306.10348,209441,46.47,-0.07,1611
387,2023-03-19,Ethereum,ETH,10581.92,11539.54,10241.3,10993.25,13142604767,32833251907.085976,36642,33.11,0.56,3273
388,2023-03-19,Cardano,ADA,36416.93,37700.65,34200.78,35319.82,48724575953,119369026236.76694,197143,28.88,0.33,3034
389,2023-03-19,Solana,SOL,27569.1,28591.14,26541.76,28222.68,42410279521,68936434770.56482,204326,34.52,0.12,2267
390,2023-03-19,Binance Coin,BNB,49653.64,50203.77,47171.85,48534.42,43477162215,72853591713.22514,497917,27.77,-0.06,150
391,2023-03-20,Bitcoin,BTC,14733.47,15609.5,14352.3,15221.61,34043729762,68430853418.131935,267559,46.44,-0.8,1255
392,2023-03-20,Ethereum,ETH,37122.95,38636.81,36106.33,37113.39,40294279427,80141563965.0071,204358,32.99,-0.84,2564
393,2023-03-20,Cardano,ADA,48400.94,50538.41,46447.45,48165.25,35707839005,62310995990.12964,457850,17.75,-0.22,1860
394,2023-03-20,Solana,SOL,11724.31,12079.31,11599.03,11822.41,22063057104,51147776351.38197,212495,40.24,0.12,4725
395,2023-03-20,Binance Coin,BNB,35534.99,37353.86,34850.77,35701.39,22244132555,46929286044.66051,133070,11.06,0.19,951
396,2023-03-21,Bitcoin,BTC,31905.42,33413.74,30445.15,32611.76,33882499068,66666412779.74306,306604,9.43,0.02,1521
397,2023-03-21,Ethereum,ETH,13608.2,14230.76,12583.28,13053.16,28179122496,50200202872.869675,133356,18.5,0.24,4884
398,2023-03-21,Cardano,ADA,45632.21,47353.74,44479.69,46567.63,35201306796,79402778868.68547,166787,40.4,0.68,1298
399,2023-03-21,Solana,SOL,37174.78,39030.79,35211.12,35822.57,24542826076,60079289269.905464,404181,10.76,-0.32,886
400,2023-03-21,Binance Coin,BNB,14591.99,15266.95,14146.47,14493.37,46891058323,92167980029.9447,259882,0.72,0.03,1188
401,2023-03-22,Bitcoin,BTC,24278.48,25967.57,23635.47,25157.64,46431254108,73394358480.80135,231302,10.66,0.67,1717
402,2023-03-22,Ethereum,ETH,1774.02,1906.7,1716.21,1824.98,38346591900,77044820491.2739,454022,49.0,0.85,879
403,2023-03-22,Cardano,ADA,16335.81,17014.67,15330.82,16114.35,5120074704,11364920620.407103,170003,11.02,0.7,4062
404,2023-03-22,Solana,SOL,28331.91,29073.17,27170.91,27792.68,26850097779,60689617238.5158,424569,6.02,-0.63,3317
405,2023-03-22,Binance Coin,BNB,48465.85,49271.7,46400.22,47556.26,3578375783,7898940448.3105,356707,34.97,-0.57,3985
406,2023-03-23,Bitcoin,BTC,38032.88,39639.87,37001.22,39071.41,11629198418,21441959013.10931,323285,37.59,-0.26,4342
407,2023-03-23,Ethereum,ETH,43408.98,45726.57,41714.82,44284.2,24337846088,44112216574.82323,89340,47.02,0.59,2534
408,2023-03-23,Cardano,ADA,2490.51,2566.95,2374.82,2530.13,24854973112,54689187368.93597,22402,44.44,0.15,2075
409,2023-03-23,Solana,SOL,32969.86,34236.16,30936.81,32216.64,15993808274,28201310559.36472,209479,8.42,-0.66,843
410,2023-03-23,Binance Coin,BNB,17588.08,18205.12,17084.15,17462.5,5902831728,11887669289.40695,162462,29.41,-0.61,3035
411,2023-03-24,Bitcoin,BTC,31559.25,33671.36,30452.16,32880.17,36216598181,61286062271.32492,237798,42.43,-0.91,983
412,2023-03-24,Ethereum,ETH,26456.87,28718.33,25718.18,27475.37,46363830108,115503834628.85565,185856,24.33,0.17,1512
413,2023-03-24,Cardano,ADA,17040.57,17376.69,16241.94,16685.28,46107835836,108863253095.4899,113859,10.4,0.95,1489
414,2023-03-24,Solana,SOL,15243.21,15464.18,14682.25,15113.9,5232180374,12680151669.617012,98473,13.74,-0.44,453
415,2023-03-24,Binance Coin,BNB,7615.24,7719.56,7317.76,7405.34,26926126823,48613685953.39599,212461,38.09,-0.87,1479
416,2023-03-25,Bitcoin,BTC,33592.09,34388.45,32227.44,33778.45,5497732197,9165285725.763308,467281,1.46,-0.61,1600
417,2023-03-25,Ethereum,ETH,45078.71,46262.05,42165.8,43193.49,32850706828,76612148357.37288,327533,24.75,0.59,4888
418,2023-03-25,Cardano,ADA,9599.55,9978.51,9414.5,9745.34,19122101460,33954654201.14201,261485,21.59,-0.51,4637
419,2023-03-25,Solana,SOL,44167.51,45644.47,41224.99,43062.72,4661253491,8923810382.720926,487586,16.79,-0.68,841
420,2023-03-25,Binance Coin,BNB,4995.6,5147.19,4856.61,4916.59,44851625025,75271038410.4013,54413,30.04,-0.23,3308
421,2023-03-26,Bitcoin,BTC,5540.63,5741.99,5262.45,5421.07,5260825300,9435365252.356596,351363,27.2,0.63,1529
